pp_culture_saxon_english_1;Long Bow Range;;;;;;;;;;;;;x
pp_culture_saxon_english_2;Long Bow Range;;;;;;;;;;;;;x
pp_culture_saxon_english_3;Long Bow Range;;;;;;;;;;;;;x
pp_culture_saxon_english_4;Long Bow Range;;;;;;;;;;;;;x
pp_culture_saxon_english_5;Long Bow Range;;;;;;;;;;;;;x
pp_culture_saxon_english_6;Long Bow Range;;;;;;;;;;;;;x
pp_culture_saxon_english_7;Long Bow Range;;;;;;;;;;;;;x
pp_culture_scottish_1;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_scottish_2;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_scottish_3;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_scottish_4;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_scottish_5;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_scottish_6;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_scottish_7;Schiltron Training Ground;;;;;;;;;;;;;x
pp_culture_chinese_1;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_chinese_2;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_chinese_3;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_chinese_4;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_chinese_5;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_chinese_6;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_chinese_7;Pikemen and Archers;;;;;;;;;;;;;x
pp_culture_group_baltic_1;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_baltic_2;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_baltic_3;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_baltic_4;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_baltic_5;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_baltic_6;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_baltic_7;Warrior Gathering Ground;;;;;;;;;;;;;x
pp_culture_group_altaic_1;Riding Grounds;;;;;;;;;;;;;x
pp_culture_group_altaic_2;Riding Grounds;;;;;;;;;;;;;x
pp_culture_group_altaic_3;Riding Grounds;;;;;;;;;;;;;x
pp_culture_group_altaic_4;Riding Grounds;;;;;;;;;;;;;x
pp_culture_group_altaic_5;Riding Grounds;;;;;;;;;;;;;x
pp_culture_group_altaic_6;Riding Grounds;;;;;;;;;;;;;x
pp_culture_group_altaic_7;Riding Grounds;;;;;;;;;;;;;x
pp_culture_frank_norman_german_1;Noble Cavalry;;;;;;;;;;;;;x
pp_culture_frank_norman_german_2;Noble Cavalry;;;;;;;;;;;;;x
pp_culture_frank_norman_german_3;Noble Cavalry;;;;;;;;;;;;;x
pp_culture_frank_norman_german_4;Noble Cavalry;;;;;;;;;;;;;x
pp_culture_frank_norman_german_5;Noble Cavalry;;;;;;;;;;;;;x
pp_culture_frank_norman_german_6;Noble Cavalry;;;;;;;;;;;;;x
