#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;;
#Modifiers;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;
#001;;;;;;;;;;;;;;;
character_adoptionist;Adoptionist;;;;;;;;;;;;;x
character_adoptionist_desc;This character believes in the Adoptionist religion.;;;;;;;;;;;;;x
province_adoptionist;Adoptionist;;;;;;;;;;;;;x
province_adoptionist_desc;This province is predominantly Adoptionist.;;;;;;;;;;;;;x
#002;;;;;;;;;;;;;;;
character_aglibol;Aglibôli;;;;;;;;;;;;;x
character_aglibol_desc;This character believes in the Aglibôli religion.;;;;;;;;;;;;;x
province_aglibol;Aglibôli;;;;;;;;;;;;;x
province_aglibol_desc;This province is predominantly Aglibôli.;;;;;;;;;;;;;x
#003;;;;;;;;;;;;;;;
character_alexandros;Alexandros-Amonite;;;;;;;;;;;;;x
character_alexandros_desc;This character believes in the Alexandros-Amonite religion.;;;;;;;;;;;;;x
province_alexandros;Alexandros-Amonite;;;;;;;;;;;;;x
province_alexandros_desc;This province is predominantly Alexandros-Amonite.;;;;;;;;;;;;;x
#004;;;;;;;;;;;;;;;
character_allat;Al-Lati;;;;;;;;;;;;;x
character_allat_desc;This character believes in the Al-Lati religion.;;;;;;;;;;;;;x
province_allat;Al-Lati;;;;;;;;;;;;;x
province_allat_desc;This province is predominantly Al-Lati.;;;;;;;;;;;;;x
#005;;;;;;;;;;;;;;;
character_allfather;Wodanazic;;;;;;;;;;;;;x
character_allfather_desc;This character believes in the Wodanazic religion.;;;;;;;;;;;;;x
province_allfather;Wodanazic;;;;;;;;;;;;;x
province_allfather_desc;This province is predominantly Wodanazic.;;;;;;;;;;;;;x
#006;;;;;;;;;;;;;;;
character_almaqah;Almaqahi;;;;;;;;;;;;;x
character_almaqah_desc;This character believes in the Almaqahi religion.;;;;;;;;;;;;;x
province_almaqah;Almaqahi;;;;;;;;;;;;;x
province_almaqah_desc;This province is predominantly Almaqahi.;;;;;;;;;;;;;x
#007;;;;;;;;;;;;;;;
character_amanai;Amanaii;;;;;;;;;;;;;x
character_amanai_desc;This character believes in the Amanaii religion.;;;;;;;;;;;;;x
province_amanai;Amanaii;;;;;;;;;;;;;x
province_amanai_desc;This province is predominantly Amanaii.;;;;;;;;;;;;;x
#008;;;;;;;;;;;;;;;
character_amun;Amunite;;;;;;;;;;;;;x
character_amun_desc;This character believes in the Amunite religion.;;;;;;;;;;;;;x
province_amun;Amunite;;;;;;;;;;;;;x
province_amun_desc;This province is predominantly Amunite.;;;;;;;;;;;;;x
#009;;;;;;;;;;;;;;;
character_antinomian;Antinomian;;;;;;;;;;;;;x
character_antinomian_desc;This character believes in the Antinomian religion.;;;;;;;;;;;;;x
province_antinomian;Antinomian;;;;;;;;;;;;;x
province_antinomian_desc;This province is predominantly Antinomian.;;;;;;;;;;;;;x
#010;;;;;;;;;;;;;;;
character_apollinarist;Apollinarist;;;;;;;;;;;;;x
character_apollinarist_desc;This character believes in the Apollinarist religion.;;;;;;;;;;;;;x
province_apollinarist;Apollinarist;;;;;;;;;;;;;x
province_apollinarist_desc;This province is predominantly Apollinarist.;;;;;;;;;;;;;x
#011;;;;;;;;;;;;;;;
character_arian;Arian;;;;;;;;;;;;;x
character_arian_desc;This character believes in the Arian religion.;;;;;;;;;;;;;x
province_arian;Arian;;;;;;;;;;;;;x
province_arian_desc;This province is predominantly Arian.;;;;;;;;;;;;;x
#012;;;;;;;;;;;;;;;
character_ashari;Ash'ari;;;;;;;;;;;;;x
character_ashari_desc;This character believes in the Ash'ari religion.;;;;;;;;;;;;;x
province_ashari;Ash'ari;;;;;;;;;;;;;x
province_ashari_desc;This province is predominantly Ash'ari.;;;;;;;;;;;;;x
#013;;;;;;;;;;;;;;;
character_aten;Atenist;;;;;;;;;;;;;x
character_aten_desc;This character believes in the Atenist religion.;;;;;;;;;;;;;x
province_aten;Atenist;;;;;;;;;;;;;x
province_aten_desc;This province is predominantly Atenist.;;;;;;;;;;;;;x
#014;;;;;;;;;;;;;;;
character_athari;Athari;;;;;;;;;;;;;x
character_athari_desc;This character believes in the Athari religion.;;;;;;;;;;;;;x
province_athari;Athari;;;;;;;;;;;;;x
province_athari_desc;This province is predominantly Athari.;;;;;;;;;;;;;x
#015;;;;;;;;;;;;;;;
character_attar;'Attari;;;;;;;;;;;;;x
character_attar_desc;This character believes in the 'Attari religion.;;;;;;;;;;;;;x
province_attar;'Attari;;;;;;;;;;;;;x
province_attar_desc;This province is predominantly 'Attari.;;;;;;;;;;;;;x
#016;;;;;;;;;;;;;;;
character_audianist;Audianist;;;;;;;;;;;;;x
character_audianist_desc;This character believes in the Audianist religion.;;;;;;;;;;;;;x
province_audianist;Audianist;;;;;;;;;;;;;x
province_audianist_desc;This province is predominantly Audianist.;;;;;;;;;;;;;x
#017;;;;;;;;;;;;;;;
character_aztec;Teotli;;;;;;;;;;;;;x
character_aztec_desc;This character believes in the Teotli religion.;;;;;;;;;;;;;x
province_aztec;Teotli;;;;;;;;;;;;;x
province_aztec_desc;This province is predominantly Teotli.;;;;;;;;;;;;;x
#018;;;;;;;;;;;;;;;
character_beelshamen;Beelshameni;;;;;;;;;;;;;x
character_beelshamen_desc;This character believes in the Beelshameni religion.;;;;;;;;;;;;;x
province_beelshamen;Beelshameni;;;;;;;;;;;;;x
province_beelshamen_desc;This province is predominantly Beelshameni.;;;;;;;;;;;;;x
#019;;;;;;;;;;;;;;;
character_bektashi;Bektashi;;;;;;;;;;;;;x
character_bektashi_desc;This character believes in the Bektashi religion.;;;;;;;;;;;;;x
province_bektashi;Bektashi;;;;;;;;;;;;;x
province_bektashi_desc;This province is predominantly Bektashi.;;;;;;;;;;;;;x
#020;;;;;;;;;;;;;;;
character_berber_pagan;Amazigh;;;;;;;;;;;;;x
character_berber_pagan_desc;This character believes in the Amazigh religion.;;;;;;;;;;;;;x
province_berber_pagan;Amazigh;;;;;;;;;;;;;x
province_berber_pagan_desc;This province is predominantly Amazigh.;;;;;;;;;;;;;x
#021;;;;;;;;;;;;;;;
character_bogomilist;Bogomilist;;;;;;;;;;;;;x
character_bogomilist_desc;This character believes in the Bogomilist religion.;;;;;;;;;;;;;x
province_bogomilist;Bogomilist;;;;;;;;;;;;;x
province_bogomilist_desc;This province is predominantly Bogomilist.;;;;;;;;;;;;;x
#022;;;;;;;;;;;;;;;
character_bud_gandharan;Gandharan Buddhist;;;;;;;;;;;;;x
character_bud_gandharan_desc;This character believes in the Gandharan Buddhist religion.;;;;;;;;;;;;;x
province_bud_gandharan;Gandharan Buddhist;;;;;;;;;;;;;x
province_bud_gandharan_desc;This province is predominantly Gandharan Buddhist.;;;;;;;;;;;;;x
#023;;;;;;;;;;;;;;;
character_bud_zor;Buddha-Mazdan;;;;;;;;;;;;;x
character_bud_zor_desc;This character believes in the Buddha-Mazdan religion.;;;;;;;;;;;;;x
province_bud_zor;Buddha-Mazdan;;;;;;;;;;;;;x
province_bud_zor_desc;This province is predominantly Buddha-Mazdan.;;;;;;;;;;;;;x
#024;;;;;;;;;;;;;;;
character_buddhist;Buddhist;;;;;;;;;;;;;x
character_buddhist_desc;This character believes in the Buddhist religion.;;;;;;;;;;;;;x
province_buddhist;Buddhist;;;;;;;;;;;;;x
province_buddhist_desc;This province is predominantly Buddhist.;;;;;;;;;;;;;x
#025;;;;;;;;;;;;;;;
character_cathar;Cathar;;;;;;;;;;;;;x
character_cathar_desc;This character believes in the Cathar religion.;;;;;;;;;;;;;x
province_cathar;Cathar;;;;;;;;;;;;;x
province_cathar_desc;This province is predominantly Cathar.;;;;;;;;;;;;;x
#026;;;;;;;;;;;;;;;
character_catholic;Catholic;;;;;;;;;;;;;x
character_catholic_desc;This character believes in the Catholic religion.;;;;;;;;;;;;;x
province_catholic;Catholic;;;;;;;;;;;;;x
province_catholic_desc;This province is predominantly Catholic.;;;;;;;;;;;;;x
