good_harass_tactic; Devestating Harass Tactic;Tactique de harassement dévastatrice;;;;;;;;;;;;x
harass_tactic; Harass Tactic;Tactique de harassement dévastatrice;;;;;;;;;;;;x
bad_harass_tactic; Failed Harass Tactic;Echec de la tactique de harasssement ;;;;;;;;;;;;x
good_volley_tactic; Devestating Volley Tactic;Volée dévastatrice;;;;;;;;;;;;x
volley_tactic; Volley Tactic;Volée dévastatrice;;;;;;;;;;;;x
bad_volley_tactic; Failed Volley Tactic;Echec de la volée;;;;;;;;;;;;x
good_swarm_tactic; Devestating Swarm Tactic;x;;;;;;;;;;;;x
swarm_tactic; Swarm Tactic;x;;;;;;;;;;;;x
bad_swarm_tactic; Failed Swarm Tactic;x;;;;;;;;;;;;x
good_shieldwall_tactic; Devestating Shieldwall Tactic;x;;;;;;;;;;;;x
shieldwall_tactic; Shieldwall Tactic;x;;;;;;;;;;;;x
bad_shieldwall_tactic; Failed Shieldwall Tactic;x;;;;;;;;;;;;x
good_charge_tactic; Devestating Charge Tactic;x;;;;;;;;;;;;x
charge_tactic; Charge Tactic;x;;;;;;;;;;;;x
bad_charge_tactic; Failed Charge Tactic;x;;;;;;;;;;;;x
good_melee_charge_tactic; Devestating Charge Tactic;x;;;;;;;;;;;;x
melee_charge_tactic; Charge Tactic;x;;;;;;;;;;;;x
bad_melee_charge_tactic; Failed Charge Tactic;x;;;;;;;;;;;;x
good_raid_tactic; Devestating Raid Tactic;x;;;;;;;;;;;;x
raid_tactic; Raid Tactic;x;;;;;;;;;;;;x
bad_raid_tactic; Failed Raid Tactic;x;;;;;;;;;;;;x
good_advance_tactic; Devestating Advance Tactic;x;;;;;;;;;;;;x
advance_tactic; Advance Tactic;x;;;;;;;;;;;;x
bad_advance_tactic; Failed Advance Tactic;x;;;;;;;;;;;;x
good_stand_fast_tactic; Devestating Standfast Tactic;x;;;;;;;;;;;;x
stand_fast_tactic; Standfast Tactic;x;;;;;;;;;;;;x
bad_stand_fast_tactic; Failed Standfast Tactic;x;;;;;;;;;;;;x
good_longbow_volley_tactic; Devestating Longbow Volley Tactic;x;;;;;;;;;;;;x
longbow_volley_tactic; Longbow Volley Tactic;x;;;;;;;;;;;;x
bad_longbow_volley_tactic; Failed Longbow Volley Tactic;x;;;;;;;;;;;;x
good_housecarl_advance_tactic; Devestating Housecarl Advance Tactic;x;;;;;;;;;;;;x
housecarl_advance_tactic;Housecarl Advance Tactic;x;;;;;;;;;;;;x
bad_housecarl_advance_tactic; Failed Housecarl Advance Tactic;x;;;;;;;;;;;;x
good_schiltron_formation_tactic; Devestating Sciltron Formation;x;;;;;;;;;;;;x
schiltron_formation_tactic;Schiltron Formation;x;;;;;;;;;;;;x
bad_schiltron_formation_tactic; Failed Schiltron Formation;x;;;;;;;;;;;;x
good_dutch_pike_formation_tactic; Devestating Dutch Pike Formation;x;;;;;;;;;;;;x
dutch_pike_formation_tactic;Dutch Pike Formation;x;;;;;;;;;;;;x
bad_dutch_pike_formation_tactic; Failed Dutch Pike Formation;x;;;;;;;;;;;;x
good_heavy_cav_charge_tactic; Devestating Heavy Cavalry Charge Tactic;x;;;;;;;;;;;;x
heavy_cav_charge_tactic;Heavy Cavalry Charge Tactic;x;;;;;;;;;;;;x
bad_heavy_cav_charge_tactic; Failed Heavy Cavalry Charge Tactic;x;;;;;;;;;;;;x
good_horsearcher_swarm_tactic; Devestating Horse Archer Swarm Tactic;x;;;;;;;;;;;;x
horsearcher_swarm_tactic;Horse Archer Swarm Tactic;x;;;;;;;;;;;;x
bad_horsearcher_swarm_tactic; Failed Horse Archer Swarm Tactic;x;;;;;;;;;;;;x
good_irish_raid_tactic; Devestating Irish Raid Tactic;x;;;;;;;;;;;;x
irish_raid_tactic;Irish Raid Tactic;x;;;;;;;;;;;;x
bad_irish_raid_tactic; Failed Irish Raid Tactic;x;;;;;;;;;;;;x
good_italian_militia_tactic; Devestating Italian Militia Formation;x;;;;;;;;;;;;x
italian_militia_tactic;Italian Militia Formation;x;;;;;;;;;;;;x
bad_italian_militia_tactic; Failed Italian Miltia Formation;x;;;;;;;;;;;;x
good_swift_russian_advance_tactic; Devestating Swift Russian Advance Tactic;x;;;;;;;;;;;;x
swift_russian_advance_tactic;Swift Russian Advance Tactic;x;;;;;;;;;;;;x
bad_swift_russian_advance_tactic; Failed Swift Russian Advance Tactic;x;;;;;;;;;;;;x
good_missile_onslaught_tactic; Devestating Missile Onslaught Tactic;x;;;;;;;;;;;;x
missile_onslaught_tactic;Missile Onslaught Tactic;x;;;;;;;;;;;;x
bad_missile_onslaught_tactic; Failed Missile Onslaught Tactic;x;;;;;;;;;;;;x
good_hungarian_cav_swarm_tactic; Devestating Hungarian Cavalry Swarm Tactic;x;;;;;;;;;;;;x
hungarian_cav_swarm_tactic;Hungarian Cavalry Swarm Tactic;x;;;;;;;;;;;;x
bad_hungarian_cav_swarm_tactic; Failed Hungarian Cavalry Swarm Tactic;x;;;;;;;;;;;;x
good_caballero_raid_tactic; Devestating Caballero Raid Tactic;x;;;;;;;;;;;;x
caballero_raid_tactic;Caballero Raid Tactic;x;;;;;;;;;;;;x
bad_caballero_raid_tactic; Failed Caballero Raid Tactic;x;;;;;;;;;;;;x
good_mass_skirmish_tactic; Devestating Mass Skirmish Tactic;x;;;;;;;;;;;;x
mass_skirmish_tactic;Mass Skirmish Tactic;x;;;;;;;;;;;;x
bad_mass_skirmish_tactic; Failed Mass Skirmish Tactic;x;;;;;;;;;;;;x
good_baltic_infantry_tactic; Devestating Baltic Infantry Raid Tactic;x;;;;;;;;;;;;x
baltic_infantry_tactic;Baltic Infantry Raid Tactic;x;;;;;;;;;;;;x
bad_baltic_infantry_tactic; Failed Baltic Infantry Raid Tactic;x;;;;;;;;;;;;x
good_caucasus_advance_tactic; Devestating Caucasus Advance Tactic;x;;;;;;;;;;;;x
caucasus_advance_tactic;Caucasus Advance Tactic;x;;;;;;;;;;;;x
bad_caucasus_advance_tactic; Failed Caucasus Advance Tactic;x;;;;;;;;;;;;x
good_eastern_heavy_cav_charge_tactic; Devestating Eastern Heavy Cavalry Charge Tactic;x;;;;;;;;;;;;x
eastern_heavy_cav_charge_tactic;Eastern Heavy Cavalry Charge Tactic;x;;;;;;;;;;;;x
bad_eastern_heavy_cav_charge_tactic; Failed Eastern Heavy Cavalry Charge Tactic;x;;;;;;;;;;;;x
good_embolon_formation_tactic; Devestating Embolon Formation;x;;;;;;;;;;;;x
embolon_formation_tactic;Embolon Formation;x;;;;;;;;;;;;x
bad_embolon_formation_tactic; Failed Embolon Formation;x;;;;;;;;;;;;x
good_pike_square_tactic; Devestating Pike Square Formation;x;;;;;;;;;;;;x
pike_square_tactic;Pike Square Formation;x;;;;;;;;;;;;x
bad_pike_square_tactic; Failed Pike Square Formation;x;;;;;;;;;;;;x
good_light_infantry_assault_tactic; Devestating Light Infantry Assault Tactic;x;;;;;;;;;;;;x
light_infantry_assault_tactic;Light Infantry Assault Tactic;x;;;;;;;;;;;;x
bad_light_infantry_assault_tactic; Failed Light Infantry Assault Tactic;x;;;;;;;;;;;;x
good_mameluke_charge_tactic; Devestating Mameluke Charge Tactic;x;;;;;;;;;;;;x
mameluke_charge_tactic;Mameluke Charge Tactic;x;;;;;;;;;;;;x
bad_mameluke_charge_tactic; Failed Mameluke Charge Tactic;x;;;;;;;;;;;;x
good_light_cavalry_strike_tactic; Devestating Light Cavalry Strike Tactic;x;;;;;;;;;;;;x
light_cavalry_strike_tactic;Light Cavalry Strike Tactic;x;;;;;;;;;;;;x
bad_light_cavalry_strike_tactic; Failed Light Cavalry Strike Tactic;x;;;;;;;;;;;;x
good_levantine_advance_tactic; Devestating Levantine Advance Tactic;x;;;;;;;;;;;;x
levantine_advance_tactic;Levantine Advance Tactic;x;;;;;;;;;;;;x
bad_levantine_advance_tactic; Failed Levantine Advance Tactic;x;;;;;;;;;;;;x
good_saracen_archer_volley_tactic; Devestating Saracen Archer Volley Tactic;x;;;;;;;;;;;;x
saracen_archer_volley_tactic;Saracen Archer Volley Tactic;x;;;;;;;;;;;;x
bad_saracen_archer_volley_tactic; Failed Saracen Archer Volley Tactic;x;;;;;;;;;;;;x
#good_saracen_archer_volley_tactic; Devestating Saracen Archer Volley Tactic;x;;;;;;;;;;;;x
#saracen_archer_volley_tactic;Saracen Archer Volley Tactic;x;;;;;;;;;;;;x
#bad_saracen_archer_volley_tactic; Failed Saracen Archer Volley Tactic;x;;;;;;;;;;;;x
good_hellenistic_phalanx_tactic; Devestating Hellenistic Phalanx Tactic;x;;;;;;;;;;;;x
hellenistic_phalanx_tactic;Hellenistic Phalanx Tactic;x;;;;;;;;;;;;x
bad_hellenistic_phalanx_tactic; Failed Hellenistic Phalanx Tactic;x;;;;;;;;;;;;x
good_roman_tripleline_tactic; Devestating Roman Triple Line Tactic;x;;;;;;;;;;;;x
roman_tripleline_tactic;Roman Triple Line Tactic;x;;;;;;;;;;;;x
bad_roman_tripleline_tactic; Failed Roman Triple Line Tactic;x;;;;;;;;;;;;x
